Platform,Game,Entry
Facebook,Tottenham vs. Liverpool September 30,Still unbeaten that's a great way to start 🔥
Facebook,Tottenham vs. Liverpool September 30,"Thought we were a bit devoid of ideas, kept doing the same thing over and over again, glad of the three points of course, but we should have been stretching them out a lot more. Credit to Liverpool for playing a great game, they kept us out well. Wish Romero wouldn’t keep standing on the ball and stopping forward play, sometimes you’ve got to move it quick"
Facebook,Tottenham vs. Liverpool September 30,All I hear is whinging 🧏🏻‍♂️ Different story if was other way around 🥱
Facebook,Tottenham vs. Liverpool September 30,It took Spurs + VAR + REF + OG vs. 9 men to win it!! Sick!! 👎🏼👎🏼👎🏼
Facebook,Tottenham vs. Liverpool September 30,MD.Sohag Srs hahaha oy mamu olan ou cintaa korram 😅😅😅 ses minit o bas tah kaylam 🥲
Facebook,Tottenham vs. Liverpool September 30,Sara Mohamed  +3🧂🧂🧂
Facebook,Tottenham vs. Liverpool September 30,Da Ve I went to Anfield and all I saw was red 😭😭😭
Facebook,Tottenham vs. Liverpool September 30,So Easy 😂😂😂
Facebook,Tottenham vs. Liverpool September 30,That was a Marvellous Result for Spurs in the end. We won the Game as Liverpool went down to 9 Men. Mind you. Both Teams did work hard to avoid leaking Goals in. It was a good for Richarlison who found a Goal for Son. And in the end. We won the Game despite it was a own Goal. But I don't feel sorry for Liverpool as we haven't won the league for Donkeys years. And I have never seen Spurs win the League in my life at all.
Facebook,Tottenham vs. Liverpool September 30,Da Ve that's because your kitchen is full of baby bottles.
Facebook,Tottenham vs. Liverpool September 30,Damien Conway Paul Logan Ange’s Army
Facebook,Tottenham vs. Liverpool September 30,بمساعدة الحكم يولاد العر$
Facebook,Tottenham vs. Liverpool September 30,🎉🎉💙💙
Facebook,Tottenham vs. Liverpool September 30,SHAME ON YOU....Fight 9 players Until the last second of extra time can not add goals... Very embarrassing. You guys are proud of this team????🤣🤣🤣🤣🤣🤣
Facebook,Tottenham vs. Liverpool September 30,Doesn't matter how we win as long as we got the 3 points 🔥🔥❤❤
Facebook,Tottenham vs. Liverpool September 30,Kim Hoàng up your foooookin Arsenaaaal lad! COYS
Facebook,Tottenham vs. Liverpool September 30,Richarlison is a flop
Facebook,Tottenham vs. Liverpool September 30,With a decent striker in January spurs will be a force to be reckoned with
Facebook,Tottenham vs. Liverpool September 30,"Euan Paul but the ref also cancelled the Diaz goal, so at BEST it should have been a tie"
Facebook,Tottenham vs. Liverpool September 30,"masa lawan 9 orang, sepatutnya ada perubahan taktikal, bukan main winger aje, eyyy"
Facebook,Tottenham vs. Liverpool September 30,Blackmailed badger
Facebook,Tottenham vs. Liverpool September 30,Arbitration farce
Facebook,Tottenham vs. Liverpool September 30,As a spurs fan listen a wins a wins but you’ve gotta give credit. Liverpool was very unlucky this afternoon. However COYS 💪
Facebook,Tottenham vs. Liverpool September 30,Turned out 12 vs 8. Many lucks needed to add three points.
Facebook,Tottenham vs. Liverpool September 30,Great result as any win is a good win  Still feel Richarlison isn’t up to it though
Facebook,Tottenham vs. Liverpool September 30,"Worst game this season.. Jones foul wasn’t a red card, Diaz goal wasn’t offside.. couple of corner kicks awarded to Tottenham shouldn’t have happened…referee should be fined.."
Facebook,Tottenham vs. Liverpool September 30,"Danny Martin that is all, now pipe down and go enjoy your empty cabinet 🤐"
Facebook,Tottenham vs. Liverpool September 30,Does it feel like there are more salty reds than spurs supporters on this page Don't u bin dippers have your own page to cry on COYS
Facebook,Tottenham vs. Liverpool September 30,لحكم غير
Facebook,Tottenham vs. Liverpool September 30,Kudakwashe Shonge finally we beat Liverpool 🤣🤣
Facebook,Tottenham vs. Liverpool September 30,9vs12
Facebook,Tottenham vs. Liverpool September 30,Oluwason Alexis Reigns its' hard to beat a team that's down to 9 or 10 as they defend with most of them so it's harder to break down. COYS
Facebook,Tottenham vs. Liverpool September 30,How many dollars you gave for refeers? what a stupid refeer?🙂
Facebook,Tottenham vs. Liverpool September 30,Richard John Banks nope I believe in momentum and this team have got it
Facebook,Tottenham vs. Liverpool September 30,"I had no idea, so many Liverpool fans in Africa"
Facebook,Tottenham vs. Liverpool September 30,ชนะแบบนี้ก็ไม่ควรภูมิใจอะไรมากนะไก่เดือยทองชนะได้ด้วยกรรมเป่าเถียงให้ฝั่นเจ้าบ้านได้เปรียนตลอด
Facebook,Tottenham vs. Liverpool September 30,Tottenham
Facebook,Tottenham vs. Liverpool September 30,🤍🤍
Facebook,Tottenham vs. Liverpool September 30,In Ange we trust..No Kane no problem
Facebook,Tottenham vs. Liverpool September 30,Anjan Mulicha Sunuwar cry cry cry just cos var didn't go liVARpool way today dirty scousers who deserved every card they got
Facebook,Tottenham vs. Liverpool September 30,Mális Chris first of many
Facebook,Tottenham vs. Liverpool September 30,Taryn Duncombe 🖕🏻
Facebook,Tottenham vs. Liverpool September 30,Is not fiat
Facebook,Tottenham vs. Liverpool September 30,Hugh Jarvis yeah you trophyless
Facebook,Tottenham vs. Liverpool September 30,12 vs 9 😂😂😂
Facebook,Tottenham vs. Liverpool September 30,"Who cares, ffs? About time the balance was redressed - bored of sh*t decisions in games vs Liverpool."
Facebook,Tottenham vs. Liverpool September 30,So many ppl crying about Liverpool losing 😢 Get over it.  Both red cards were earned and last goal was just luck.
Facebook,Tottenham vs. Liverpool September 30,Fauzan Fauzi people only remember results mate
Facebook,Tottenham vs. Liverpool September 30,S Rajj 🫣
Facebook,Tottenham vs. Liverpool September 30,Klopp in tears. Beautiful.
Facebook,Tottenham vs. Liverpool September 30,https://media.tenor.co/2sOJOCHnc_wAAAAM/yes-liverpool.gif?c=VjFfZmFjZWJvb2s&t=AAYGl-8m-U0KSuTMEwoZPA&itemid=17618801
Facebook,Tottenham vs. Liverpool September 30,Neil Thacker did you see the match? You NEEDED it 🤣
Facebook,Tottenham vs. Liverpool September 30,Anfield awaits
Facebook,Tottenham vs. Liverpool September 30,I don't aknowledge this win the most controversial match I've ever seen ffs 🤦🏿‍♂️🤦🏿‍♂️
Facebook,Tottenham vs. Liverpool September 30,Sony is the best
Facebook,Tottenham vs. Liverpool September 30,Great Game!!.. we move on!!💪
Facebook,Tottenham vs. Liverpool September 30,Brilliant.  👏🏻👏🏻👏🏻.  3 points is 3 points. Blame ref etc if you want but was liverpools   Awful discipline that lost them 2 players
Facebook,Tottenham vs. Liverpool September 30,"Robin, calm down, sweetheart. It’s not that deep!"
Facebook,Tottenham vs. Liverpool September 30,Kim Hoàng 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂
Facebook,Tottenham vs. Liverpool September 30,توتنهام 💙🤍
Facebook,Tottenham vs. Liverpool September 30,Frankie Riley Mully are you on loan here? 😂😂
Facebook,Tottenham vs. Liverpool September 30,Kim Hoàng listen to yourself. If spurs wasn't pressing how would the own goal be scored. Give your head a wobble
Facebook,Tottenham vs. Liverpool September 30,Kim Hoàng Difference level & wonder how Spurs to fight for top 4.
Facebook,Tottenham vs. Liverpool September 30,I'm spur fan but spur player played very very bad tonight
Facebook,Tottenham vs. Liverpool September 30,"Oluwason Alexis Reigns No dk head one was a straight red the other 2 yellows , try watching games or did ya mum stop pedalling the bike and your electricity went down ?  They’re not as big a club tonight now are the 😂😂 Spurs 2 -1 .. 3 points thanks for coming ! 😉"
Facebook,Tottenham vs. Liverpool September 30,🔥
Facebook,Tottenham vs. Liverpool September 30,"Ah Kàûñg knowing our chairman Levy, he had the ref pay us"
Facebook,Tottenham vs. Liverpool September 30,"Shame on you, overrated Spurs, you couldn't beat 9 man not until a slight mistake from matip, let's meet up next round"
Facebook,Tottenham vs. Liverpool September 30,Go spurs!!!
Facebook,Tottenham vs. Liverpool September 30,Big shame on you  2 red card still win by own Goal😏
Facebook,Tottenham vs. Liverpool September 30,Sara Mohamed your comment actually exudes bad judgement.
Facebook,Tottenham vs. Liverpool September 30,Spurs  VAR AND Refree  Vs LIVERPOOL 2:1 It's Amazing Game
Facebook,Tottenham vs. Liverpool September 30,Kim Hoàng life sucks sometimes.. but the spurs going marching on
Facebook,Tottenham vs. Liverpool September 30,"Tahmidul Islam match dekhsen bhai, pure robbery"
Facebook,Tottenham vs. Liverpool September 30,Thanks Matip
Facebook,Tottenham vs. Liverpool September 30,Ahnaf Ahmed a BIT??!!!
Facebook,Tottenham vs. Liverpool September 30,That is great. Well done for scoring another goal
Facebook,Tottenham vs. Liverpool September 30,👍👍👍👍
Facebook,Tottenham vs. Liverpool September 30,Jim Everett thanks for that correction
Facebook,Tottenham vs. Liverpool September 30,Brilliant! COYS!
Facebook,Tottenham vs. Liverpool September 30,🤣🤣🤣🤣🖕🏿🖕🏿🖕🏿🖕🏿
Facebook,Tottenham vs. Liverpool September 30,And on many occasions Tottenham have lost because of bad judgement like the penalty in the champions League final.... which wasn't...
Facebook,Tottenham vs. Liverpool September 30,9 Liv Vs.13 Spurs.. well done
Facebook,Tottenham vs. Liverpool September 30,مأحلى الفوز بالحرام😂💔
Facebook,Tottenham vs. Liverpool September 30,9:12
Facebook,Tottenham vs. Liverpool September 30,၂ ယောက်အသာနဲ့ကို OG နဲ့နိုင်တာတဲ့ ဘာစောက်ဆင့်လဲ လ‌ီး‌ေ‌စာက်ဆင့်လား အန်ဖီးမှာပြန်တွေ့မယ် မအေလိုးတွေ
Facebook,Tottenham vs. Liverpool September 30,"Who cares, about  scouse ,you'll  never whinge  alone! 3 points to Tottenham!"
Facebook,Tottenham vs. Liverpool September 30,We’ve been through so much pain in recent times. Now we can celebrate!!🎊
Facebook,Tottenham vs. Liverpool September 30,So your players playing bad game doesn't deserve card?
Facebook,Tottenham vs. Liverpool September 30,Glenn Wilson i think your club should feel ashamed 😂 chicken 🐓 🤣🤣🤣
Facebook,Tottenham vs. Liverpool September 30,Knobheads moan when it doesn't go there way. Cheating is part of Liverpool game but now there getting red cards ... Lmfao 🤣🤣🤣🤣
Facebook,Tottenham vs. Liverpool September 30,"Shame on you, Referee, the match has ended with unfair competition."
Facebook,Tottenham vs. Liverpool September 30,Neil Enel Lewis be knocked back soon 1 2 injuries spurs have no depth after crimbo be downhill from there
Facebook,Tottenham vs. Liverpool September 30,Hany Elatroush ref ref ref????? Both red cards are true
Facebook,Tottenham vs. Liverpool September 30,Thabo Makosana 🔥🔥🔥
Facebook,Tottenham vs. Liverpool September 30,"Y'all should be ashamed of yourselves. What a horrific officiating. The ref was clearly on a mission. 2 reds cards, a CLEAR GOAL that was disallowed, almost all Liverpool players on a yellow card. There's nothing to celebrate here. I hope Liverpool report this match for fixing and this ref got fine and banned."
Facebook,Tottenham vs. Liverpool September 30,Gergő Mátrai spur must pay to win
Facebook,Tottenham vs. Liverpool September 30,Any football no good without someone to put ball in net
Facebook,Tottenham vs. Liverpool September 30,Thuỷ Nguyễn The only thing funnier than watching Liverpool fans cry is Klippity-Klopp at a press conference.
Facebook,Tottenham vs. Liverpool September 30,look at var
Facebook,Tottenham vs. Liverpool September 30,Nicolai Haugsted next week lotto numbers fool you have no idea what would have happened ! 3 points Spurs !
Facebook,Tottenham vs. Liverpool September 30,This team keeps impressing me🤍🖤
Facebook,Tottenham vs. Liverpool September 30,Paul Kitch miles offside. I've not even seen it but it benefited my team so it's clearly off 😅
Facebook,Tottenham vs. Liverpool September 30,Angeball shutting up the English who said he could only do it in an alleged farmers league😅💚
Facebook,Tottenham vs. Liverpool September 30,💙
Facebook,Tottenham vs. Liverpool September 30,Kim Hoànggo file a report to your nearest police station 🤪😌
Facebook,Tottenham vs. Liverpool September 30,"Richard John Banks it's not about winning the league at this point it's about the fight and going for it, seeing the players enjoy their football again... 7 games in beaten is a good start"
Facebook,Tottenham vs. Liverpool September 30,Craig Upton 🤩 well done lads !!!!
Facebook,Tottenham vs. Liverpool September 30,Liam Lane Difference level.
Facebook,Tottenham vs. Liverpool September 30,"Wow. Just wow. What a last-minute winner can do. I have to admit, I was getting annoyed with us in the game. Not that we were playing badly, but in the most critical of moments, Liverpool were winning those key seconds at 10 men - and that was with us getting the benefit of refereeing decisions. Curtis Jones... I would've given a yellow, not a red. Simon Hooper gave a yellow - VAR got that wrong, for me. The disallowed goal for them at 0-0, it's a poor camera angle, and there's no lines when it looked onside... given offside. I don't understand that. Yves Bissouma - another yellow card. Good performance, but another booking. One more, and he's suspended, which we cannot have - particularly as Chelsea at home might fall into that suspension. Cristian Romero was slow at times, looking like his mind was elsewhere for a fraction of a second whenever I saw him, and I was wondering why Ange didn't make more changes earlier, given the man advantage and the schedule advantage - more legs, harder work for Liverpool, who did defend very well. I have to admit that, Liverpool deserved something out of that game, perhaps even a win. But the positives I take from that game is the win against nine men. We made it count in the end. Pedro Porro - I thought he was fantastic throughout the game even before the final moments, and for the goal we had disallowed, Maddison played one of the most beautiful passes I have ever seen - if only one Liverpool defender was a few yards further back. Mickey van de Ven had a good game, I felt - he was winning the races that he was involved in, and their attackers aren't that slow, either. And the manner of the result will raise the morale beyond belief.  17 points from a possible 21. We stay level on points with Arsenal while overtaking Liverpool - so next weekend is pivotal. Go and use the week wisely, beat Luton Town on Saturday at Kenilworth Road - they won today, but they play on Tuesday - and then let's see what happens between Arsenal and Manchester City next Sunday before the international break, because we're starting to see where certain teams will be at the end of the season."
Facebook,Tottenham vs. Liverpool September 30,Referee assistance
Facebook,Tottenham vs. Liverpool September 30,Crazy game . Thank you Ref !
Facebook,Tottenham vs. Liverpool September 30,"Liverpool with two men down, yet Spurs needed an own goal to win at home. Spursy 😀😀😀"
Facebook,Tottenham vs. Liverpool September 30,"Liverpool were the better team honestly, they've been robbed and that's the truth, jeez!!!"
Facebook,Tottenham vs. Liverpool September 30,Yel Min Tun son was injured
Facebook,Tottenham vs. Liverpool September 30,Poor team and corrupt game 🤝👎👎👎👎
Facebook,Tottenham vs. Liverpool September 30,Kim Hoàng +3 🧂🧂🧂 welcome to football
Facebook,Tottenham vs. Liverpool September 30,9vs12
Facebook,Tottenham vs. Liverpool September 30,Perplexed 🤔 why opposition supporters would even consider being on a Spurs official site making comments. Sore losers. Worry about what’s for dinner instead!! Well done boys… we go marching on!! COYS!! That’s my week being deliriously happy 😃 AGAIN. Could get used to this!
Facebook,Tottenham vs. Liverpool September 30,"a dirty victory for the spurs, 9 players played against 12 stars, the spurs got a card when they cheated, the referee is probably full of money  —- DCMM LUÔN TRỌNG TÀI Ạ —-"
Facebook,Tottenham vs. Liverpool September 30,Shameless
Facebook,Tottenham vs. Liverpool September 30,Nyonyonyo
Facebook,Tottenham vs. Liverpool September 30,"Ton Brown I think if Liverpool win you would say referee 1 Liverpool 3 correct? Don’t lie here! Admit it Liverpool played their worst game, look at how many fouls they have? Stats don’t lie.  If not for the good goalkeeping, Liverpool will also lost, probably 1-4."
Facebook,Tottenham vs. Liverpool September 30,"We'll take the points, but I don't think we deserved it. The first red was unlucky, only warranted a yellow, the Liverpool goal was not offside and the first yellow that resulted in a second yellow turning red was no contact. Reckon we were extremely lucky"
Facebook,Tottenham vs. Liverpool September 30,William Ray ahhahahaah wait u see chelsea get hammered on monday
Facebook,Tottenham vs. Liverpool September 30,What a fight boyssss yaaaaaaasss
Facebook,Tottenham vs. Liverpool September 30,"Nabin Jung Khadka Learn how to tackle fairly then, knob."
Facebook,Tottenham vs. Liverpool September 30,Wonderful Victory
Facebook,Tottenham vs. Liverpool September 30,Well Done Boys 💯❤❤
Facebook,Tottenham vs. Liverpool September 30,We shall meet at anfield   We played  9 against 13 Make sure you pay that shameless referee his money. He's MOTM.
Facebook,Tottenham vs. Liverpool September 30,Adem Edao Gemedo respect for Liverpool but Tottenham is fire 🔥🔥🔥🔥🔥🔥
Facebook,Tottenham vs. Liverpool September 30,❤️
Facebook,Tottenham vs. Liverpool September 30,Mubarack Mohbad only 3 points remember in madrid ucl final hhh
Facebook,Tottenham vs. Liverpool September 30,Kim Hoàng đúng r đấy=))) tưởng như nào thấy toàn bật lên đc mà sao nay tịt thế matip đá hay thật nma xin lỗi thành tội đồ chứ kphai anh hùng nữa roiii
Facebook,Tottenham vs. Liverpool September 30,Kim and Nasibu where is salah 😁
Facebook,Tottenham vs. Liverpool September 30,A person who knows how to watch football can tell you that Liverpool are very tough considering how they played 9men down and that who has no idea will start will acque with me
Facebook,Tottenham vs. Liverpool September 30,Kim Hoàng big love for matip
Facebook,Tottenham vs. Liverpool September 30,مبرووك فريق التحكيم
Facebook,Tottenham vs. Liverpool September 30,Embarrassing
Facebook,Tottenham vs. Liverpool September 30,Mike Breezzy how did Manchester United go?
Facebook,Tottenham vs. Liverpool September 30,James Green exactly they still had 5 defenders
Facebook,Tottenham vs. Liverpool September 30,Audi cup winners
Facebook,Tottenham vs. Liverpool September 30,Tottenham 🤍
Facebook,Tottenham vs. Liverpool September 30,We should have lost that but didn't. Pulling a victory from the jaws of defeat? That is not Spursy. These are interesting times!
Facebook,Tottenham vs. Liverpool September 30,Inopisa team yangu
Facebook,Tottenham vs. Liverpool September 30,By having fans like this is why tott will never be important.  You guys celebrate a game like this like it was earned.  Season is still young. And you still stop by Anfield before is done.
Facebook,Tottenham vs. Liverpool September 30,"Yes Liverpool may have lost but I thought they put up a very solid show and only lost in unfortunate circumstances.Despite being numerically inferior to Spurs, they deserved at least a point for their fight, they took the battle to the wire 😔😠"
Facebook,Tottenham vs. Liverpool September 30,Kim Hoàng go tell that to your lawyer
Facebook,Tottenham vs. Liverpool September 30,The SPURS go marching on!!! Yes !!!COYS 👏🏼💪🏼⚪🔵
Facebook,Tottenham vs. Liverpool September 30,Congrats Spurs.
Facebook,Tottenham vs. Liverpool September 30,Wonderful I bet on you guys you are mwaaa
Facebook,Tottenham vs. Liverpool September 30,Playing at home ground but still needed an own goal to win against 9 man lol.  Congratulations that you have a 12th man too. Anfield awaits you.
Facebook,Tottenham vs. Liverpool September 30,Tottenham 🤍
Facebook,Tottenham vs. Liverpool September 30,Ami babcilam draw habaa😄
Facebook,Tottenham vs. Liverpool September 30,Peter Pink Learn to tackle properly.
Facebook,Tottenham vs. Liverpool September 30,Kim Hoàng Spurs are currently leading because the are playing well. No other reason
Facebook,Tottenham vs. Liverpool September 30,Tottenham sold Kane to buy VAR
Facebook,Tottenham vs. Liverpool September 30,Love From Bangladesh ❣️🇧🇩
Facebook,Tottenham vs. Liverpool September 30,Neil Enel Lewis spurs have no trophies for years they should be playing for one
Facebook,Tottenham vs. Liverpool September 30,Sara Mohamed it?
Facebook,Tottenham vs. Liverpool September 30,Jabir Chani also well done to your ref
Facebook,Tottenham vs. Liverpool September 30,Partidazo le tienen q dar más minutos a Alejó Véliz!!
Facebook,Tottenham vs. Liverpool September 30,Nacalla idinku yaal😂 garsooraha idinla jiray😂
Facebook,Tottenham vs. Liverpool September 30,Referee is the man of the match
Facebook,Tottenham vs. Liverpool September 30,Nabin Jung Khadka and 1 disallowed goal
Facebook,Tottenham vs. Liverpool September 30,Da Ve
Facebook,Tottenham vs. Liverpool September 30,"I salute Liverpool,, 9 vs 11 players isn't a joke"
Facebook,Tottenham vs. Liverpool September 30,Kim Hoàng CRY MORE !! 🤣
Facebook,Tottenham vs. Liverpool September 30,Nick Robson u got the points that is true but u did not win the game. The worst officiating i have ever witnessed
Facebook,Tottenham vs. Liverpool September 30,Son💞💞
Facebook,Tottenham vs. Liverpool September 30,🤣🤣✌️
Facebook,Tottenham vs. Liverpool September 30,Liverpool were taking over the game until the the early red card
Facebook,Tottenham vs. Liverpool September 30,Nov fair
Facebook,Tottenham vs. Liverpool September 30,From the look of thing liverpool are genious
Facebook,Tottenham vs. Liverpool September 30,الله اكبرررررررر
Facebook,Tottenham vs. Liverpool September 30,Sara Mohamed Bore off 😴
Facebook,Tottenham vs. Liverpool September 30,🥰🤝 What A performance 🥰
Facebook,Tottenham vs. Liverpool September 30,Motm referee 😂😂😂😂
Facebook,Tottenham vs. Liverpool September 30,Kim Hoàng you absolute 🤡
Facebook,Tottenham vs. Liverpool September 30,Liverpool Vs 1xbet Team = 2 red Cads and Fake Offside
Facebook,Tottenham vs. Liverpool September 30,Power 🤍💪🥀
Facebook,Tottenham vs. Liverpool September 30,After a strong struggle we were about to get 1 point
Facebook,Tottenham vs. Liverpool September 30,Andy Trewin how about luis diaz onside goal .... But your refferee said offside
Facebook,Tottenham vs. Liverpool September 30,Shameless dogs
Facebook,Tottenham vs. Liverpool September 30,"Clones, couldn't beat 9 men Liverpool comfortably,"
Facebook,Tottenham vs. Liverpool September 30,So you also celebrate ongoals😂😂😂
Facebook,Tottenham vs. Liverpool September 30,Tim Rice a win is indeed a win!!! Agree though 🤣
Facebook,Tottenham vs. Liverpool September 30,Remember .......You're gonna pay for this!
Facebook,Tottenham vs. Liverpool September 30,Hundaol Merga 🐛
Facebook,Tottenham vs. Liverpool September 30,Da Ve does straw huts have kitchens ??
Facebook,Tottenham vs. Liverpool September 30,"Great win, but should have stomped Liverpool at least 5-1"
Facebook,Tottenham vs. Liverpool September 30,"Could not  watch  or even listen,so had to rely on phone updates  We really struggled to break down the Sheff U low block the other week so I feared this could end up in a frustrating 1-1 or given their quality they might even nick it 1-2 at the end , imagine the grief we'd have got if we hadn't won  COYS"
Facebook,Tottenham vs. Liverpool September 30,Asif Daud Looks like you forgot about 2019 campioleague 👍
Facebook,Tottenham vs. Liverpool September 30,Lee Allen
Facebook,Tottenham vs. Liverpool September 30,We are Red Always Red
Facebook,Tottenham vs. Liverpool September 30,I can’t celebrate this we didn’t beat them it could of easily went to Liverpool we got lucky
Facebook,Tottenham vs. Liverpool September 30,🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍 spurs 😘
Facebook,Tottenham vs. Liverpool September 30,"The coach is too bad  Why son early change?  Richard  is too low , why he can  continue stay ?"
Facebook,Tottenham vs. Liverpool September 30,Kim Hoàng a wins a win
Facebook,Tottenham vs. Liverpool September 30,What a shameful win!!
Facebook,Tottenham vs. Liverpool September 30,Congrats team you deserves a win
Facebook,Tottenham vs. Liverpool September 30,Struggles against a 9 man team with 12 players including the ref and a legit goal that was disallowed 😂
Facebook,Tottenham vs. Liverpool September 30,Sara Mohamed CRY MORE !! 🤣
Facebook,Tottenham vs. Liverpool September 30,Small team mentality
Facebook,Tottenham vs. Liverpool September 30,Dijo tsame tsa Boipuso ne ele Liverpool 👏🤙🤣
Facebook,Tottenham vs. Liverpool September 30,Thank u Spurs❤️❤️
Facebook,Tottenham vs. Liverpool September 30,Can we have Paul Merson keep underestimating spurs. Arsenal will beat spurs. Liverpool will beat spurs. Keep them coming Paul 🤣 🤣
Facebook,Tottenham vs. Liverpool September 30,Coys! So much Happy This Night. Thanks Big Ange. But next time don't leave it late
Facebook,Tottenham vs. Liverpool September 30,Good evening John Chandler x
Facebook,Tottenham vs. Liverpool September 30,Zackie Jah Messenjah Teach your players how to tackle properly.
Facebook,Tottenham vs. Liverpool September 30,Shameless Tottenham.
Facebook,Tottenham vs. Liverpool September 30,Ngûgiwå Mwåûränã Mûthøñï 🤣🤣🤣🤣🤣 caicedo...usisahau mnacheza kesho bro
Facebook,Tottenham vs. Liverpool September 30,"You were just won the due to poor officiation,but otherwise you wouldn't 😏,and Diaz goal wasn't offside"
Facebook,Tottenham vs. Liverpool September 30,"You didn't play with the whole team, you played with 9 players and won. What is so happy about it?🤷‍♂️"
Facebook,Tottenham vs. Liverpool September 30,সবাইরে মুতি মুত খাওয়াই দাও ১ মিনিট টেকেল করার হেডাম নাই Liverpool FC এর🫤 বালের টিম বালের খেলা🤬🤬
Facebook,Tottenham vs. Liverpool September 30,ဒိုင်အဖွဲ့ချုပ်ကြီးပါကွာ
Facebook,Tottenham vs. Liverpool September 30,To Dare Is To Do 👊🏻👊🏻
Facebook,Tottenham vs. Liverpool September 30,Kris Su thank Matip
Facebook,Tottenham vs. Liverpool September 30,Well done COYS....Come on you Spurs....
Facebook,Tottenham vs. Liverpool September 30,Kim Hoàng always cheated eh? Klopp crying! Love it 😁
Facebook,Tottenham vs. Liverpool September 30,It was actually 9 vs 11 including Referee and VAR officials💔😡  Poor officials Referee was against Liverpool 💔 Rigged match!!!💩
Facebook,Tottenham vs. Liverpool September 30,Dias could have finished this game in first half🤦🏻‍♂️
Facebook,Tottenham vs. Liverpool September 30,Bad day for small teams😌
Facebook,Tottenham vs. Liverpool September 30,Lee Allen
Facebook,Tottenham vs. Liverpool September 30,"You're a small team to Liverpool, it's absolute shame that you were favored by the officials, you gonna pay for this at Anfield✍️"
Facebook,Tottenham vs. Liverpool September 30,Hambalyo my team
Facebook,Tottenham vs. Liverpool September 30,Peśh Korià lost today 😂😂 Oooh I’ll post a past cup victory vid bahahaha … Pathetic !
Facebook,Tottenham vs. Liverpool September 30,Abuukar Wawa 9 VS 12 🤌
Facebook,Tottenham vs. Liverpool September 30,AJ Collins so what
Facebook,Tottenham vs. Liverpool September 30,So Weak. Played against 9 Still not able to score. and you celebrate like hell. So embarrassing.  Don't forget to say thank you to the referee.
Facebook,Tottenham vs. Liverpool September 30,Great performance
Facebook,Tottenham vs. Liverpool September 30,Watching the game on sky is like watching Liverpool TV.  Even Neville was talking about how great Liverpool were. What a Joke.   COYS
Facebook,Tottenham vs. Liverpool September 30,🖕
Facebook,Tottenham vs. Liverpool September 30,"If Tottenham fans really love football, then you have to say that Diaz was never offside"
Facebook,Tottenham vs. Liverpool September 30,Mohamed MO  well which match you were watching ?
Facebook,Tottenham vs. Liverpool September 30,Kim Hoàng man of match the reff
Facebook,Tottenham vs. Liverpool September 30,Yees
Facebook,Tottenham vs. Liverpool September 30,Kim Hoàng no mate. Was an evening game.
Facebook,Tottenham vs. Liverpool September 30,vamooos 🤍💙🎶
Facebook,Tottenham vs. Liverpool September 30,I'm confused as to why the referee didn't draw a line.
Facebook,Tottenham vs. Liverpool September 30,Congrats on the 3pts. Motm performance for you from Simon Hooper.
Facebook,Tottenham vs. Liverpool September 30,Bengt Pettersson nu är det spännande i toppstriden
Facebook,Tottenham vs. Liverpool September 30,"Nicolai Haugsted Diaz goal wasn’t offside , VAR got it absolutely wrong . That’s a goal. Rant all you want you will never be on Liverpool’s level . Tottenham is not a big club"
Facebook,Tottenham vs. Liverpool September 30,Zibusiso Sibanda khuluma 🤣🤣🤣🤣🤣
Facebook,Tottenham vs. Liverpool September 30,Fuxk off  ...U have lost ur shame!
Facebook,Tottenham vs. Liverpool September 30,Well spurs great match xxx
Facebook,Tottenham vs. Liverpool September 30,How much do you pay for the referee 🤔
Facebook,Tottenham vs. Liverpool September 30,Thanks Matip
Facebook,Tottenham vs. Liverpool September 30,3 red cards pls 😭💀
Facebook,Tottenham vs. Liverpool September 30,Coys
Facebook,Tottenham vs. Liverpool September 30,🤍🔥
Facebook,Tottenham vs. Liverpool September 30,Passion. We kept playing. The goal came We finally put in a decent cross and it produced
Facebook,Tottenham vs. Liverpool September 30,These is always my team for ever
Facebook,Tottenham vs. Liverpool September 30,COYS🖤🖤🖤
Facebook,Tottenham vs. Liverpool September 30,Tottenham Hotspur is the best england team at the moment
Facebook,Tottenham vs. Liverpool September 30,"Hugh Jarvis these 🧠 dead scousers, empty trophy cabinet?"
Facebook,Tottenham vs. Liverpool September 30,Shamelessly 🤣
Facebook,Tottenham vs. Liverpool September 30,Luke Hopkins
Facebook,Tottenham vs. Liverpool September 30,"all credit goes to the var and ref.that goal wasn't offside,and that wasn't a red card.anyway,it's cool.your day of reckoning is near"
Facebook,Tottenham vs. Liverpool September 30,Ashley Borg I’m happy about that 😊
Facebook,Tottenham vs. Liverpool September 30,"Very happy for the 3 points but we need to work on scoring Goals , I can't believe we had just one short on target against 9 men"
Facebook,Tottenham vs. Liverpool September 30,"Even if referees help you, you will still be tophyless forever. Pathetic team 🙄"
Facebook,Tottenham vs. Liverpool September 30,Thanks the referee
